Date,Expense Category,Amount
2020-12-14,Rent,1120.17
2020-09-22,Vehicle Lease,757.28
2020-10-26,Salaries & Benefits,505.96
2019-09-14,Rent,1778.91
2022-05-02,Office Supplies,1188.87
2019-03-22,Rent,252.85
2022-05-12,Meals & Entertainment,1775.42
2021-08-17,Salaries & Benefits,112.88
2022-11-19,Office Supplies,1209.07
2021-12-03,Meals & Entertainment,1180.72
2019-11-07,Meals & Entertainment,426.83
2019-01-27,Vehicle Lease,149.18
2022-03-25,Vehicle Lease,1283.27
2020-05-26,Salaries & Benefits,196.46
2019-06-15,Fuel,338.37
2019-04-30,Rent,728.06
2022-12-30,Meals & Entertainment,502.94
2022-01-10,Salaries & Benefits,1646.69
2020-05-30,Vehicle Lease,1675.91
2020-05-01,Vehicle Lease,381.14
2019-05-16,Rent,439.88
2020-09-19,Rent,956.54
2020-07-21,Rent,1079.39
2022-09-21,Office Supplies,1233.27
2020-07-05,Utilities,1350.12
2021-03-21,Office Supplies,1731.18
2022-07-04,Salaries & Benefits,1159.20
2021-08-06,Vehicle Lease,823.25
2020-04-09,Salaries & Benefits,490.03
2021-05-26,Fuel,1131.56
2022-12-30,Salaries & Benefits,1891.54
2022-06-27,Utilities,366.99
2019-08-04,Salaries & Benefits,270.76
2020-03-14,Vehicle Lease,1159.72
2022-02-23,Office Supplies,1924.43
2022-12-21,Meals & Entertainment,1842.87
2020-06-14,Fuel,1706.23
2021-05-22,Rent,1413.39
2020-11-12,Utilities,793.52
2021-05-20,Fuel,362.53
2022-06-30,Fuel,163.37
2019-08-12,Rent,898.26
2021-11-11,Meals & Entertainment,436.55
2020-09-20,Fuel,622.41
2022-10-09,Office Supplies,1892.54
2019-12-18,Vehicle Lease,100.22
2022-11-02,Rent,543.94
2020-09-07,Fuel,384.58
2020-09-26,Office Supplies,285.40
2019-08-31,Utilities,1948.01
2021-05-17,Rent,1077.97
2021-11-28,Office Supplies,675.90
2021-04-18,Salaries & Benefits,1317.96
2020-01-26,Utilities,520.15
2020-01-27,Meals & Entertainment,952.74
2021-08-05,Salaries & Benefits,1924.62
2021-09-18,Rent,996.69
2022-02-17,Salaries & Benefits,1476.83
2021-07-21,Utilities,706.53
2021-03-03,Fuel,688.74
2019-12-31,Rent,809.93
2022-05-25,Meals & Entertainment,1247.05
2019-11-01,Vehicle Lease,1777.40
2021-01-03,Rent,1016.51
2021-08-04,Office Supplies,896.17
2021-01-17,Vehicle Lease,1999.07
2020-05-30,Fuel,1042.62
2020-09-08,Fuel,122.11
2022-10-10,Fuel,859.58
2021-01-20,Fuel,822.06
2019-08-07,Fuel,1572.15
2020-10-04,Fuel,520.22
2020-07-13,Vehicle Lease,863.61
2022-02-02,Utilities,1374.99
2019-09-05,Office Supplies,1709.57
2021-10-06,Meals & Entertainment,437.53
2022-10-04,Salaries & Benefits,125.07
2019-05-15,Vehicle Lease,560.87
2020-08-28,Meals & Entertainment,301.30
2022-12-28,Vehicle Lease,326.47
2021-01-29,Office Supplies,1353.79
2021-10-17,Vehicle Lease,1558.29
2019-07-31,Fuel,1028.69
2019-02-14,Fuel,204.39
2021-07-17,Meals & Entertainment,986.44
2020-08-03,Rent,1203.47
2021-06-04,Vehicle Lease,1139.50
2020-09-17,Office Supplies,418.48
2020-12-02,Utilities,1831.78
2022-09-11,Salaries & Benefits,1349.36
2022-09-07,Vehicle Lease,1515.30
2021-08-15,Salaries & Benefits,895.41
2019-10-25,Utilities,974.68
2019-04-14,Salaries & Benefits,931.72
2020-12-16,Rent,298.37
2022-08-12,Fuel,1411.21
2020-04-18,Fuel,571.16
2019-10-18,Meals & Entertainment,1779.54
2020-06-05,Rent,1686.30
2021-12-14,Meals & Entertainment,103.95
2020-02-28,Salaries & Benefits,1637.47
2020-03-20,Salaries & Benefits,1890.29
2020-06-25,Vehicle Lease,576.43
2021-09-07,Salaries & Benefits,820.10
2020-12-23,Meals & Entertainment,1832.41
2019-08-17,Meals & Entertainment,1050.48
2020-10-17,Meals & Entertainment,311.70
2022-10-06,Vehicle Lease,531.99
2019-07-08,Meals & Entertainment,648.84
2021-01-08,Rent,1198.62
2020-09-17,Office Supplies,927.55
2021-04-24,Vehicle Lease,259.86
2019-01-07,Rent,1909.25
2019-12-21,Salaries & Benefits,1391.73
2020-03-21,Office Supplies,928.25
2021-07-23,Salaries & Benefits,1453.15
2021-08-01,Office Supplies,1350.74
2022-06-11,Salaries & Benefits,1218.65
2022-04-27,Rent,326.38
2019-08-04,Office Supplies,901.16
2022-07-28,Utilities,104.01
2022-02-28,Rent,1722.51
2021-08-02,Salaries & Benefits,263.99
2019-06-23,Rent,1086.70
2021-08-13,Fuel,1900.85
2020-12-19,Fuel,103.22
2021-08-30,Meals & Entertainment,655.86
2019-02-03,Utilities,1124.66
2019-07-08,Rent,770.35
2019-10-21,Vehicle Lease,813.94
2022-06-29,Fuel,1643.65
2022-10-06,Office Supplies,1275.29
2020-02-15,Vehicle Lease,295.79
2019-07-18,Fuel,442.00
2020-04-29,Vehicle Lease,1030.61
2022-05-25,Office Supplies,1721.88
2020-08-19,Rent,349.20
2019-07-21,Office Supplies,821.70
2019-04-06,Utilities,1480.09
2021-09-26,Utilities,656.55
2022-11-17,Rent,587.42
2020-12-24,Vehicle Lease,1912.14
2022-09-24,Utilities,741.83
2022-09-18,Meals & Entertainment,905.52
2020-06-27,Salaries & Benefits,1339.57
2022-01-01,Rent,864.68
2022-02-26,Office Supplies,1768.23
2021-06-11,Salaries & Benefits,224.29
2020-10-25,Rent,132.76
2020-08-25,Office Supplies,1199.67
2019-07-25,Office Supplies,445.13
2021-03-20,Salaries & Benefits,1864.49
2020-06-18,Vehicle Lease,1158.16
2019-10-02,Office Supplies,1048.58
2022-02-11,Salaries & Benefits,347.22
2021-12-04,Vehicle Lease,363.17
2019-04-26,Utilities,1196.42
2020-05-04,Office Supplies,1090.14
2021-10-02,Office Supplies,188.43
2022-05-21,Office Supplies,529.67
2022-07-16,Salaries & Benefits,880.92
2021-05-15,Utilities,1156.81
2021-11-02,Meals & Entertainment,412.88
2020-11-04,Meals & Entertainment,1228.71
2022-06-27,Salaries & Benefits,1045.43
2021-07-24,Utilities,1938.40
2019-03-10,Meals & Entertainment,1106.67
2022-04-20,Meals & Entertainment,1179.14
2020-05-03,Utilities,1113.39
2019-10-19,Salaries & Benefits,1919.46
2021-03-29,Fuel,507.64
2019-07-19,Meals & Entertainment,1671.04
2019-09-01,Salaries & Benefits,1922.25
2022-06-17,Salaries & Benefits,1236.92
2022-07-14,Salaries & Benefits,1550.99
2020-01-04,Fuel,1626.84
2019-12-02,Fuel,274.21
2020-05-29,Vehicle Lease,595.76
2021-01-02,Utilities,1771.18
2022-05-02,Fuel,1853.48
2021-02-08,Meals & Entertainment,1618.52
2021-10-18,Vehicle Lease,1809.92
2022-04-10,Vehicle Lease,1558.50
2019-07-07,Fuel,1998.45
2020-04-05,Meals & Entertainment,1350.34
2022-05-31,Office Supplies,1945.60
2022-12-27,Fuel,1208.86
2019-01-31,Office Supplies,307.89
2021-12-21,Salaries & Benefits,936.43
2019-03-13,Salaries & Benefits,199.59
2021-06-07,Utilities,385.90
2020-06-10,Fuel,1990.14
2019-07-16,Vehicle Lease,1252.89
2019-03-16,Fuel,1702.91
2022-10-28,Meals & Entertainment,1091.16
2020-09-08,Utilities,1881.21
2021-04-11,Meals & Entertainment,1265.30
2020-06-03,Office Supplies,1340.82
2019-11-16,Meals & Entertainment,1803.38
2021-12-22,Fuel,1464.68
2019-02-19,Utilities,1892.68
2019-09-26,Utilities,513.16
2021-03-01,Utilities,571.83
2020-12-24,Fuel,762.93
2020-06-03,Salaries & Benefits,1350.23
2020-03-25,Fuel,640.47
2019-11-18,Fuel,1804.10
2019-12-06,Rent,1441.05
2021-07-15,Utilities,288.58
2019-02-24,Rent,1297.52
2019-06-19,Rent,1096.28
2021-10-19,Utilities,1163.92
2020-03-06,Meals & Entertainment,1334.73
2020-07-29,Utilities,1501.56
2021-02-12,Office Supplies,1802.76
2022-02-12,Rent,1839.52
2022-09-29,Utilities,661.92
2019-07-19,Utilities,408.10
2019-10-02,Utilities,1420.38
2022-07-17,Vehicle Lease,461.12
2020-12-14,Office Supplies,1371.68
2021-05-10,Rent,1120.11
2021-03-16,Rent,1564.55
2022-02-07,Utilities,876.13
2021-05-08,Office Supplies,1629.75
2021-08-26,Fuel,1569.52
2019-09-02,Meals & Entertainment,1158.56
2022-09-08,Fuel,1025.48
2021-04-11,Utilities,645.01
2019-01-10,Meals & Entertainment,1730.05
2022-10-04,Fuel,1363.58
2019-04-15,Vehicle Lease,814.24
2020-01-04,Meals & Entertainment,526.21
2020-04-30,Utilities,1950.62
2020-06-26,Utilities,817.64
2019-02-23,Office Supplies,445.60
2020-04-11,Fuel,1361.56
2021-01-29,Vehicle Lease,1098.45
2021-01-19,Meals & Entertainment,714.94
2020-05-18,Fuel,1585.45
2022-12-26,Rent,1662.72
2019-01-12,Rent,1938.91
2021-04-04,Vehicle Lease,1473.80
2022-01-24,Salaries & Benefits,1296.11
2019-12-21,Fuel,725.76
2019-04-03,Fuel,912.32
2022-01-04,Vehicle Lease,1861.05
2019-12-05,Fuel,1268.13
2019-04-22,Office Supplies,120.65
2021-11-30,Fuel,1888.20
2022-08-05,Office Supplies,1603.69
2020-05-14,Fuel,1934.54
2019-04-29,Fuel,1420.40
2021-11-29,Salaries & Benefits,879.94
2022-06-29,Utilities,447.57
2021-02-17,Office Supplies,365.76
2020-07-20,Salaries & Benefits,910.54
2020-12-02,Office Supplies,1314.93
2021-11-26,Rent,731.53
2021-12-10,Fuel,692.80
2021-02-02,Office Supplies,670.38
2020-02-01,Salaries & Benefits,1243.99
2021-08-02,Rent,490.24
2022-08-12,Utilities,1084.61
2022-05-01,Fuel,656.12
2020-03-30,Salaries & Benefits,1708.16
2021-01-02,Fuel,439.65
2019-11-14,Salaries & Benefits,1305.29
2019-02-12,Salaries & Benefits,609.38
2019-01-29,Salaries & Benefits,593.00
2019-12-06,Salaries & Benefits,224.13
2019-02-01,Vehicle Lease,147.30
2019-04-25,Office Supplies,941.67
2022-05-24,Salaries & Benefits,1730.20
2019-05-02,Rent,1111.00
2022-03-27,Salaries & Benefits,1614.29
2021-03-07,Meals & Entertainment,721.38
2019-07-12,Utilities,338.84
2019-05-07,Office Supplies,1633.94
2022-05-22,Salaries & Benefits,1964.28
2021-01-14,Vehicle Lease,1740.49
2021-09-11,Rent,975.90
2019-01-01,Rent,228.87
2022-01-07,Utilities,953.46
2020-10-10,Office Supplies,1066.79
2020-09-27,Meals & Entertainment,124.86
2019-12-23,Salaries & Benefits,1061.09
2020-02-15,Office Supplies,1693.94
2020-11-16,Salaries & Benefits,114.19
2022-11-27,Salaries & Benefits,1599.90
2022-07-30,Utilities,1162.89
2019-02-07,Rent,1128.61
2020-06-05,Rent,731.71
2021-05-08,Vehicle Lease,1797.30
2019-11-27,Office Supplies,127.74
2021-07-12,Rent,911.11
2019-12-19,Utilities,1890.69
2020-05-01,Fuel,429.26
2022-02-02,Salaries & Benefits,559.15
2022-05-22,Rent,504.75
2021-09-15,Office Supplies,1414.24
2020-07-23,Meals & Entertainment,880.16
2022-08-10,Fuel,533.34
2021-11-11,Fuel,1679.52
2019-07-17,Fuel,1817.90
2020-08-28,Rent,1983.69
2019-11-02,Office Supplies,1003.71
2019-07-11,Salaries & Benefits,351.27
2019-04-17,Utilities,485.15
2019-03-03,Vehicle Lease,1041.85
2020-12-31,Office Supplies,1541.79
2022-11-29,Meals & Entertainment,1791.51
2022-12-09,Office Supplies,1738.94
2021-08-25,Utilities,1917.08
2019-10-13,Utilities,970.33
2022-02-24,Fuel,642.15
2019-02-22,Utilities,500.74
2021-12-23,Salaries & Benefits,135.07
2019-12-23,Meals & Entertainment,1630.89
2022-01-10,Vehicle Lease,1299.36
2022-10-24,Office Supplies,1873.17
2019-04-15,Salaries & Benefits,109.67
2020-09-23,Meals & Entertainment,1411.28
2020-11-04,Rent,300.42
2019-07-02,Rent,1569.69
2022-08-30,Fuel,1036.39
2021-09-30,Rent,828.43
2019-02-18,Utilities,256.89
2019-05-25,Meals & Entertainment,833.42
2020-02-23,Meals & Entertainment,472.22
2022-03-18,Salaries & Benefits,1544.57
2020-11-21,Meals & Entertainment,1717.05
2021-11-02,Vehicle Lease,425.88
2020-08-22,Utilities,1618.38
2020-08-17,Office Supplies,418.22
2020-07-06,Office Supplies,300.32
2021-01-16,Vehicle Lease,703.21
2022-06-03,Fuel,1804.98
2020-02-18,Salaries & Benefits,1155.56
2022-05-10,Utilities,1506.99
2022-05-09,Meals & Entertainment,764.22
2019-03-31,Rent,1359.06
2020-10-26,Utilities,162.10
2022-11-08,Office Supplies,1954.25
2021-06-10,Utilities,1649.64
2021-04-03,Utilities,915.25
2021-04-13,Office Supplies,1016.25
2022-12-15,Fuel,1519.54
2020-02-09,Salaries & Benefits,294.63
2022-06-03,Salaries & Benefits,169.40
2021-09-12,Utilities,1516.26
2021-09-21,Meals & Entertainment,1430.90
2021-12-23,Vehicle Lease,1349.05
2019-09-21,Vehicle Lease,394.36
2021-04-26,Salaries & Benefits,1285.53
2019-10-11,Fuel,1198.97
2022-08-30,Office Supplies,343.79
2022-02-16,Salaries & Benefits,1995.68
2019-09-25,Utilities,1474.79
2021-06-14,Meals & Entertainment,568.41
2022-02-22,Office Supplies,709.58
2020-10-19,Vehicle Lease,1040.37
2020-11-26,Meals & Entertainment,1684.28
2019-04-13,Vehicle Lease,1792.41
2022-09-26,Salaries & Benefits,208.55
2022-07-08,Salaries & Benefits,1152.11
2019-04-05,Meals & Entertainment,534.71
2019-10-20,Rent,736.10
2021-06-05,Vehicle Lease,887.40
2021-08-08,Salaries & Benefits,1988.56
2021-11-07,Vehicle Lease,1616.60
2022-07-09,Fuel,1369.35
2021-05-08,Vehicle Lease,992.06
2019-03-11,Meals & Entertainment,1472.35
2020-02-16,Rent,1621.30
2022-04-26,Rent,1964.69
2022-11-04,Rent,173.17
2022-11-04,Fuel,918.96
2021-02-25,Rent,853.84
2019-01-20,Rent,1172.07
2022-04-25,Vehicle Lease,793.68
2020-03-03,Utilities,603.17
2019-10-11,Fuel,335.73
2020-01-04,Office Supplies,803.27
2022-09-13,Meals & Entertainment,1705.23
2020-04-04,Utilities,119.96
2019-10-01,Salaries & Benefits,1935.35
2020-04-14,Rent,1855.40
2020-09-23,Office Supplies,1374.84
2020-04-23,Office Supplies,756.70
2019-08-09,Utilities,116.25
2022-04-27,Salaries & Benefits,1432.73
2020-08-12,Fuel,627.79
2019-11-04,Rent,1925.73
2020-09-12,Rent,1213.50
2020-02-04,Vehicle Lease,1462.88
2022-10-19,Utilities,338.78
2022-04-30,Utilities,1605.49
2019-07-07,Salaries & Benefits,1446.80
2020-10-03,Fuel,1080.28
2021-07-02,Meals & Entertainment,831.44
2022-02-08,Office Supplies,1453.97
2021-05-16,Vehicle Lease,1835.80
2019-02-17,Fuel,580.58
2019-03-24,Fuel,185.28
2020-12-29,Rent,270.91
2022-12-10,Rent,1556.07
2022-05-13,Utilities,916.12
2021-02-03,Vehicle Lease,1687.16
2020-09-02,Utilities,1882.36
2019-05-23,Utilities,467.93
2020-11-13,Meals & Entertainment,683.52
2020-01-12,Utilities,254.93
2019-08-02,Utilities,1323.75
2020-01-29,Office Supplies,1302.69
2020-09-30,Meals & Entertainment,1338.07
2021-09-09,Vehicle Lease,1420.92
2022-11-18,Utilities,1130.36
2020-12-04,Vehicle Lease,1870.02
2021-12-28,Utilities,768.14
2021-01-27,Salaries & Benefits,463.75
2022-12-02,Vehicle Lease,1103.63
2019-05-17,Fuel,155.40
2021-10-27,Meals & Entertainment,422.98
2022-04-17,Utilities,1296.40
2021-03-29,Salaries & Benefits,1830.20
2021-01-19,Salaries & Benefits,1654.67
2022-11-01,Vehicle Lease,162.37
2021-03-09,Utilities,131.09
2020-07-28,Vehicle Lease,797.28
2021-05-23,Fuel,1425.85
2021-12-14,Rent,120.58
2021-11-16,Office Supplies,1255.48
2021-07-27,Salaries & Benefits,1139.37
2022-07-12,Salaries & Benefits,1708.68
2019-01-15,Meals & Entertainment,1001.25
2019-11-17,Office Supplies,241.58
2019-07-13,Vehicle Lease,556.39
2021-06-24,Meals & Entertainment,923.23
2022-05-27,Office Supplies,875.10
2019-06-25,Fuel,934.82
2020-07-09,Salaries & Benefits,1278.07
2020-04-10,Fuel,404.17
2020-06-02,Rent,1425.77
2021-09-20,Fuel,1765.87
2022-03-21,Fuel,1163.11
2020-08-05,Fuel,897.04
2020-09-06,Rent,588.59
2019-02-01,Fuel,1704.73
2020-08-02,Vehicle Lease,1079.43
2021-07-20,Salaries & Benefits,614.93
2022-09-12,Rent,457.65
2019-09-29,Rent,372.18
2022-03-27,Rent,1920.06
2020-10-18,Fuel,1277.59
2019-07-16,Office Supplies,1986.53
2022-12-01,Salaries & Benefits,1877.99
2022-08-08,Rent,165.27
2021-07-27,Office Supplies,1324.99
2022-05-21,Office Supplies,1065.60
2020-01-17,Vehicle Lease,419.33
2019-10-10,Utilities,1054.65
2019-09-04,Office Supplies,696.31
2019-12-13,Vehicle Lease,539.43
2020-05-20,Meals & Entertainment,316.56
2020-12-11,Salaries & Benefits,1750.54
2022-01-05,Utilities,1732.38
2022-11-15,Utilities,1914.34
2020-08-28,Vehicle Lease,286.09
2021-07-14,Rent,1358.81
2020-02-17,Office Supplies,1708.17
2021-02-06,Rent,704.71
2022-01-17,Meals & Entertainment,737.86
2022-04-05,Meals & Entertainment,1219.28
2020-10-26,Utilities,1388.43
2021-08-14,Office Supplies,733.15
2021-01-06,Salaries & Benefits,1147.79
2022-11-26,Fuel,628.01
2021-03-10,Fuel,1684.85
2021-09-20,Vehicle Lease,846.64
2022-10-23,Fuel,1406.62
2022-11-02,Meals & Entertainment,1690.63
2021-03-08,Meals & Entertainment,804.73
2022-05-09,Meals & Entertainment,986.79
2020-12-11,Rent,1230.94
2021-10-29,Fuel,232.48
2020-09-07,Vehicle Lease,823.71
2020-08-24,Office Supplies,847.16
2021-07-02,Meals & Entertainment,498.85
2019-01-08,Utilities,505.13
2020-09-03,Vehicle Lease,850.68
2021-05-10,Vehicle Lease,356.02
2020-04-15,Utilities,1830.12
2019-12-01,Office Supplies,1884.23
2022-04-09,Utilities,1311.60
2022-04-23,Office Supplies,311.19
2022-08-25,Utilities,985.93
2020-11-10,Utilities,460.76
2021-09-21,Utilities,1823.88
2022-10-27,Vehicle Lease,457.44
2019-07-05,Salaries & Benefits,1830.47
2020-01-26,Vehicle Lease,1728.27
2021-08-27,Meals & Entertainment,718.24
2019-10-29,Vehicle Lease,1586.29
2020-01-04,Salaries & Benefits,1373.70
2019-12-16,Fuel,1640.97
2019-06-02,Utilities,877.79
2019-03-31,Vehicle Lease,1794.98
2019-09-04,Meals & Entertainment,364.46
2022-03-05,Vehicle Lease,1773.18
2019-07-04,Utilities,1581.61
2020-12-14,Office Supplies,1253.95
2019-02-01,Rent,469.44
2019-08-29,Rent,912.83
2019-04-30,Office Supplies,1069.59
2021-05-19,Fuel,1699.66
2022-03-18,Meals & Entertainment,1445.43
2020-11-19,Salaries & Benefits,1303.95
2022-08-29,Vehicle Lease,1265.30
2022-10-31,Utilities,1206.32
2020-04-09,Fuel,901.39
2019-05-09,Meals & Entertainment,614.99
2022-12-16,Vehicle Lease,1341.41
2021-06-29,Utilities,1857.95
2019-07-06,Office Supplies,287.20
2021-05-26,Vehicle Lease,1227.55
2020-06-12,Utilities,1864.64
2022-05-28,Salaries & Benefits,1497.36
2022-02-14,Meals & Entertainment,1779.50
2019-01-20,Office Supplies,589.06
2022-01-16,Fuel,1036.44
2019-09-21,Fuel,830.33
2020-07-24,Utilities,1732.07
2020-09-25,Salaries & Benefits,1906.08
2020-08-18,Salaries & Benefits,923.80
2020-10-20,Utilities,1006.90
2020-05-24,Salaries & Benefits,1294.36
2021-08-02,Vehicle Lease,551.71
2022-05-21,Rent,1490.39
2020-07-16,Vehicle Lease,1490.82
2022-11-22,Utilities,421.12
2021-06-12,Vehicle Lease,141.70
2021-06-12,Meals & Entertainment,1913.60
2021-11-01,Utilities,1152.95
2022-08-08,Vehicle Lease,1684.31
2019-08-19,Meals & Entertainment,836.63
2021-11-12,Vehicle Lease,1011.86
2020-06-22,Fuel,1714.09
2022-03-15,Salaries & Benefits,1772.73
2021-02-11,Vehicle Lease,1763.69
2022-04-12,Utilities,898.80
2020-02-09,Fuel,404.09
2019-05-19,Meals & Entertainment,878.32
2019-05-15,Vehicle Lease,1670.14
2020-04-02,Office Supplies,244.47
2021-06-06,Utilities,1632.42
2020-08-26,Utilities,1897.03
2022-09-19,Utilities,1825.68
2020-11-08,Utilities,1904.91
2022-08-21,Rent,724.12
2022-02-20,Utilities,216.61
2020-08-05,Office Supplies,788.15
2021-12-19,Office Supplies,1090.50
2019-06-16,Utilities,1610.71
2019-09-01,Meals & Entertainment,1575.74
2021-12-06,Meals & Entertainment,1484.94
2021-03-27,Office Supplies,292.80
2019-08-26,Rent,655.34
2022-10-04,Vehicle Lease,568.55
2021-07-31,Vehicle Lease,1680.32
2022-12-11,Utilities,1090.35
2022-10-03,Office Supplies,1801.15
2021-12-11,Utilities,456.31
2019-10-28,Meals & Entertainment,1868.49
2021-08-08,Utilities,1490.47
2021-02-28,Vehicle Lease,204.31
2021-10-18,Rent,1025.89
2021-05-02,Salaries & Benefits,1264.69
2022-03-31,Utilities,1882.38
2022-07-02,Rent,1807.28
2020-01-22,Meals & Entertainment,985.24
2019-01-31,Meals & Entertainment,458.63
2020-03-20,Salaries & Benefits,1346.56
2019-11-01,Vehicle Lease,534.89
2021-01-27,Office Supplies,289.08
2019-09-15,Fuel,569.62
2021-05-06,Meals & Entertainment,1530.37
2022-09-23,Vehicle Lease,1043.85
2019-06-10,Rent,801.33
2022-09-13,Office Supplies,1543.06
2022-09-21,Office Supplies,698.39
2021-01-26,Salaries & Benefits,296.83
2019-09-12,Vehicle Lease,365.70
2021-09-14,Office Supplies,487.16
2019-06-14,Meals & Entertainment,831.85
2020-10-10,Meals & Entertainment,858.84
2022-12-31,Meals & Entertainment,379.06
2020-09-28,Vehicle Lease,1880.50
2021-11-07,Vehicle Lease,646.96
2021-07-30,Rent,632.62
2022-04-04,Office Supplies,880.64
2020-04-21,Vehicle Lease,1729.75
2020-04-28,Meals & Entertainment,693.43
2019-09-28,Office Supplies,146.60
2021-11-19,Office Supplies,1321.96
2021-12-12,Office Supplies,1056.45
2020-10-16,Meals & Entertainment,1164.74
2022-11-29,Office Supplies,1317.47
2021-06-10,Rent,1036.73
2019-12-13,Meals & Entertainment,1242.05
2019-09-30,Utilities,1993.60
2020-07-26,Office Supplies,1587.34
2021-09-11,Meals & Entertainment,733.23
2021-04-08,Utilities,402.23
2020-09-06,Fuel,855.18
2019-01-22,Utilities,677.58
2021-06-08,Utilities,627.21
2019-12-20,Salaries & Benefits,1108.22
2021-01-02,Fuel,425.58
2019-12-15,Utilities,653.69
2021-02-06,Meals & Entertainment,807.29
2020-02-24,Rent,835.86
2022-04-05,Meals & Entertainment,1667.06
2021-10-23,Meals & Entertainment,920.06
2021-12-12,Vehicle Lease,695.31
2021-11-06,Fuel,1395.18
2022-09-13,Fuel,164.23
2022-05-18,Vehicle Lease,738.32
2022-07-07,Office Supplies,1926.53
2022-04-01,Salaries & Benefits,248.08
2022-04-13,Utilities,1870.41
2019-06-09,Office Supplies,579.49
2022-02-01,Meals & Entertainment,880.48
2019-10-30,Vehicle Lease,1898.80
2021-01-06,Meals & Entertainment,1237.94
2022-03-11,Meals & Entertainment,1174.60
2022-03-03,Vehicle Lease,1611.62
2019-10-13,Office Supplies,1062.04
2021-09-19,Utilities,915.66
2021-08-30,Fuel,548.29
2021-02-01,Office Supplies,1351.66
2019-03-05,Vehicle Lease,924.45
2019-03-28,Office Supplies,402.66
2021-02-15,Rent,606.10
2020-09-28,Salaries & Benefits,147.03
2022-05-20,Fuel,1007.40
2020-09-29,Fuel,1211.74
2022-01-02,Office Supplies,1378.40
2022-09-09,Rent,1580.70
2021-07-03,Utilities,699.90
2019-04-12,Meals & Entertainment,940.80
2022-01-24,Vehicle Lease,571.37
2021-06-21,Office Supplies,1325.90
2020-03-31,Fuel,234.71
2022-03-13,Vehicle Lease,866.73
2020-05-09,Office Supplies,692.94
2021-01-23,Meals & Entertainment,871.12
2019-04-06,Vehicle Lease,396.35
2021-11-29,Rent,851.89
2020-09-09,Salaries & Benefits,1793.49
2020-10-22,Rent,418.18
2022-07-02,Utilities,587.84
2022-03-19,Rent,1358.09
2019-02-06,Office Supplies,1213.10
2019-03-03,Vehicle Lease,463.30
2019-08-20,Rent,1731.29
2021-01-30,Vehicle Lease,555.39
2022-09-11,Salaries & Benefits,1080.75
2020-08-04,Salaries & Benefits,174.66
2021-08-05,Office Supplies,1576.64
2021-09-27,Vehicle Lease,1747.28
2019-03-17,Vehicle Lease,1252.14
